"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2015","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,795,582,000","18.8"
"CENSUS","2015","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","42,320,000","10.7"
"CENSUS","2015","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2,005,000","17.4"
"CENSUS","2015","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2015","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","62,686,000","19.8"
"CENSUS","2015","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13,634,000","19.8"
"CENSUS","2015","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2015","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","37,287,000","13.2"
"CENSUS","2015","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","35,040,000","9.1"
"CENSUS","2015","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6,735,000","9.1"
"CENSUS","2015","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","48,769,000","12.8"
"CENSUS","2015","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2015","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","3,393,000","20.5"
"CENSUS","2015","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2015","YEAR","","STATE","MAINE","23","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","22,796,000","17.4"
"CENSUS","2015","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5,842,000","17.4"
"CENSUS","2015","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19,788,000","17.4"
"CENSUS","2015","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","43,996,000","9.1"
"CENSUS","2015","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","38,280,000","7.5"
"CENSUS","2015","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","776,000","19.8"
"CENSUS","2015","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10,908,000","9.1"
"CENSUS","2015","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","35,167,000","10.7"
"CENSUS","2015","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2015","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2015","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4,115,000","17.4"
"CENSUS","2015","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","11,228,000","17.4"
"CENSUS","2015","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","10,169,000","10.7"
"CENSUS","2015","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","48,100,000","14.9"
"CENSUS","2015","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","56,584,000","20.5"
"CENSUS","2015","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","20,459,000","9.4"
"CENSUS","2015","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","18,315,000","19.3"
"CENSUS","2015","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2015","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","162,695,000","13.2"
"CENSUS","2015","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","61,767,000","32.8"
"CENSUS","2015","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","474,000","17.4"
"CENSUS","2015","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","9,937,000","19.8"
"CENSUS","2015","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13,140,000","9.4"
"CENSUS","2015","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"CENSUS","2015","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","53,430,000","24.3"
"CENSUS","2015","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14,893,000","10.7"
"CENSUS","2015","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","37,826,000","21.0"
"CENSUS","2015","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","27,756,000","20.5"
"CENSUS","2015","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","464,208,000","28.6"
"CENSUS","2015","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","244,000","20.5"
"CENSUS","2015","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","50,595,000","11.2"
"CENSUS","2015","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13,693,000","10.7"
"CENSUS","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","3,291,940,000","5.8"
"CENSUS","2014","YEAR","","STATE","ALABAMA","01","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","ALASKA","02","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","ARIZONA","04","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","85,621,000","77.3"
"CENSUS","2014","YEAR","","STATE","ARKANSAS","05","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","CALIFORNIA","06","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","1,659,305,000","14.7"
"CENSUS","2014","YEAR","","STATE","COLORADO","08","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","52,198,000","12.9"
"CENSUS","2014","YEAR","","STATE","CONNECTICUT","09","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","2,557,000","12.7"
"CENSUS","2014","YEAR","","STATE","DELAWARE","10","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","FLORIDA","12","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","57,063,000","28.2"
"CENSUS","2014","YEAR","","STATE","GEORGIA","13","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","12,361,000","28.2"
"CENSUS","2014","YEAR","","STATE","HAWAII","15","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","IDAHO","16","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","ILLINOIS","17","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","35,251,000","8.6"
"CENSUS","2014","YEAR","","STATE","INDIANA","18","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","5,693,000","8.6"
"CENSUS","2014","YEAR","","STATE","IOWA","19","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","50,741,000","16.7"
"CENSUS","2014","YEAR","","STATE","KANSAS","20","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","KENTUCKY","21","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","1,876,000","13.0"
"CENSUS","2014","YEAR","","STATE","LOUISIANA","22","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","470,000","28.2"
"CENSUS","2014","YEAR","","STATE","MAINE","23","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","28,183,000","12.7"
"CENSUS","2014","YEAR","","STATE","MARYLAND","24","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","11,667,000","12.7"
"CENSUS","2014","YEAR","","STATE","MASSACHUSETTS","25","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","16,091,000","12.7"
"CENSUS","2014","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","MINNESOTA","27","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","43,482,000","13.8"
"CENSUS","2014","YEAR","","STATE","MISSISSIPPI","28","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","MISSOURI","29","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","17,622,000","8.6"
"CENSUS","2014","YEAR","","STATE","MONTANA","30","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","36,352,000","12.9"
"CENSUS","2014","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","NEW HAMPSHIRE","33","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","3,443,000","12.7"
"CENSUS","2014","YEAR","","STATE","NEW JERSEY","34","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","7,760,000","12.7"
"CENSUS","2014","YEAR","","STATE","NEW MEXICO","35","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","7,210,000","12.9"
"CENSUS","2014","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","52,698,000","17.1"
"CENSUS","2014","YEAR","","STATE","NORTH CAROLINA","37","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","42,892,000","13.0"
"CENSUS","2014","YEAR","","STATE","NORTH DAKOTA","38","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","OHIO","39","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","26,444,000","21.8"
"CENSUS","2014","YEAR","","STATE","OKLAHOMA","40","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","2,336,000","28.9"
"CENSUS","2014","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","127,568,000","13.8"
"CENSUS","2014","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","91,362,000","34.6"
"CENSUS","2014","YEAR","","STATE","RHODE ISLAND","44","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","894,000","12.7"
"CENSUS","2014","YEAR","","STATE","SOUTH CAROLINA","45","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","SOUTH DAKOTA","46","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
"CENSUS","2014","YEAR","","STATE","TENNESSEE","47","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","1,487,000","13.0"
"CENSUS","2014","YEAR","","STATE","TEXAS","48","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","78,169,000","28.9"
"CENSUS","2014","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","9,271,000","12.9"
"CENSUS","2014","YEAR","","STATE","VERMONT","50","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","39,443,000","25.0"
"CENSUS","2014","YEAR","","STATE","VIRGINIA","51","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","33,393,000","13.0"
"CENSUS","2014","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","386,701,000","27.6"
"CENSUS","2014","YEAR","","STATE","WEST VIRGINIA","54","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","160,000","13.0"
"CENSUS","2014","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","48,513,000","20.2"
"CENSUS","2014","YEAR","","STATE","WYOMING","56","","","","","","","00000000","","CROP TOTALS","CROP TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)"," (D)","(D)"
